actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Armed opposition groups,Unknown,3/23/14,Shooting,0,0,10,0
Armed opposition groups,Unknown,5/3/14,Shooting,0,0,10,0
Armed opposition groups,Unknown,8/30/14,Shooting,0,0,10,0
Armed opposition groups,Unknown,12/20/14,Shooting,0,0,10,0
International coalition forces,Hasakeh,11/7/14,Warplane shelling,0,0,10,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/3/14,Shooting,0,3,9,36
Syrian government and affiliated militias,Homs,6/27/14,Shooting,0,0,9,24
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/5/14,Shooting,0,0,9,24
Syrian government and affiliated militias,Damascus Suburbs,4/10/14,Shelling,0,0,9,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/15/14,Shelling,3,0,9,12
Syrian government and affiliated militias,Damascus Suburbs,7/6/14,Shelling,0,0,9,9
Syrian government and affiliated militias,Damascus Suburbs,4/12/14,Shooting,0,0,9,6
Syrian government and affiliated militias,Damascus Suburbs,12/20/14,Shooting,0,6,9,6
Syrian government and affiliated militias,Damascus Suburbs,12/21/14,Shooting,0,0,9,6
Syrian government and affiliated militias,Daraa,4/7/14,Shelling,3,0,9,6
Syrian government and affiliated militias,Daraa,6/23/14,Shelling,3,0,9,6
Syrian government and affiliated militias,Damascus Suburbs,4/23/14,Shooting,0,0,9,3
Syrian government and affiliated militias,Daraa,4/4/14,Shooting,6,0,9,3
Syrian government and affiliated militias,Daraa,7/1/14,Shelling,0,6,9,3
Syrian government and affiliated militias,Daraa,11/14/14,Shooting,0,3,9,3
Syrian government and affiliated militias,Homs,3/18/14,Shelling,3,3,9,3
Syrian government and affiliated militias,Homs,4/14/14,Shelling,0,0,9,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/14/14,Shooting,0,0,9,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/10/14,Shelling,3,0,9,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,1/18/14,Field Execution,0,3,9,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Quneitra,1/17/14,Shooting,0,0,9,3
Armed opposition groups,Damascus,8/27/14,Shooting,3,3,9,0
Armed opposition groups,Idlib,11/4/14,Kidnapping - Execution,0,0,9,0
Not identified,Aleppo,3/17/14,Shooting,0,0,9,0
Not identified,Damascus Suburbs,7/10/14,Shooting,0,3,9,0
Not identified,Damascus Suburbs,8/24/14,Shooting,0,6,9,0
Not identified,Damascus Suburbs,11/9/14,Shooting,0,0,9,0
Not identified,Deir Ezzor,3/5/14,Shooting,0,3,9,0
Not identified,Idlib,1/7/14,Shooting,0,0,9,0
Not identified,Idlib,4/15/14,Field Execution,3,3,9,0
Not identified,Idlib,8/14/14,Shooting,0,0,9,0
Not identified,Idlib,10/30/14,Shooting,0,0,9,0
Not identified,Raqqa,1/6/14,Shooting,0,6,9,0
Syrian government and affiliated militias,Damascus Suburbs,5/8/14,Shooting,0,3,9,0
Syrian government and affiliated militias,Hama,6/12/14,Warplane shelling,6,0,9,0
Syrian government and affiliated militias,Idlib,4/6/14,Shelling,0,3,9,0
Syrian government and affiliated militias,Idlib,4/11/14,Warplane shelling,6,3,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/24/14,Field Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/26/14,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/18/14,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/31/14,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/15/14,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,4/18/14,Shooting,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,5/5/14,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,1/7/14,Shooting,0,2,8,6
Armed opposition groups,Aleppo,2/19/14,Shooting,0,0,8,0
Armed opposition groups,Aleppo,3/28/14,Shelling,0,0,8,0
Armed opposition groups,Aleppo,4/12/14,Shooting,0,4,8,0
Armed opposition groups,Aleppo,8/3/14,Shooting,0,0,8,0
Armed opposition groups,Aleppo,10/2/14,Shooting,0,0,8,0
Armed opposition groups,Aleppo,10/26/14,Shelling,0,8,8,0
Armed opposition groups,Aleppo,12/7/14,Shelling,0,2,8,0
Armed opposition groups,Damascus,4/2/14,Shooting,0,0,8,0
Armed opposition groups,Damascus,5/28/14,Shelling,2,2,8,0
Armed opposition groups,Damascus,8/4/14,Shelling,0,0,8,0
Armed opposition groups,Damascus,10/2/14,Shelling,0,0,8,0
Armed opposition groups,Damascus Suburbs,3/18/14,Shelling,2,0,8,0
Armed opposition groups,Damascus Suburbs,4/2/14,Shelling,0,0,8,0
Armed opposition groups,Daraa,4/12/14,Shooting,0,0,8,0
Armed opposition groups,Deir Ezzor,10/10/14,Shooting,0,0,8,0
Armed opposition groups,Hama,4/4/14,Shooting,0,0,8,0
Armed opposition groups,Hama,4/29/14,Shooting,0,0,8,0
Armed opposition groups,Hama,8/2/14,Shooting,0,0,8,0
Armed opposition groups,Hama,9/2/14,Field Execution,0,0,8,0
Armed opposition groups,Hama,11/26/14,Shooting,0,0,8,0
Armed opposition groups,Hasakeh,6/7/14,Shelling,2,0,8,0
Armed opposition groups,Hasakeh,7/25/14,Shooting,0,0,8,0
Armed opposition groups,Homs,1/29/14,Shooting,0,0,8,0
Armed opposition groups,Homs,4/3/14,Shooting,0,0,8,0
Armed opposition groups,Homs,8/2/14,Shooting,0,0,8,0
Armed opposition groups,Homs,9/22/14,Shooting,0,0,8,0
Armed opposition groups,Idlib,4/19/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,1/13/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2/8/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2/10/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2/11/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2/20/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,2/21/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,3/12/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,3/14/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,4/15/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,5/17/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,6/6/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,6/10/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,7/21/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,8/13/14,Shooting,0,0,8,0
Armed opposition groups,Lattakia,9/28/14,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,4/10/14,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,4/12/14,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,4/18/14,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,5/13/14,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,7/14/14,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,7/15/14,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,7/29/14,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,9/12/14,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,9/28/14,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,10/16/14,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,12/25/14,Shooting,0,0,8,0
Armed opposition groups,Quneitra,12/26/14,Shelling,2,6,8,0
Armed opposition groups,Raqqa,11/11/14,Shooting,0,0,8,0
Armed opposition groups,Sweida,5/1/14,Shooting,0,0,8,0
Armed opposition groups,Sweida,5/28/14,Shooting,0,0,8,0
Armed opposition groups,Sweida,5/30/14,Shooting,0,0,8,0
Armed opposition groups,Sweida,11/10/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,1/4/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,1/15/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,1/18/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,1/25/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,1/27/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,1/29/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,1/31/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,2/1/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,2/5/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,2/6/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,2/21/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,3/18/14,Shelling,2,0,8,0
Armed opposition groups,Tartous,3/31/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,4/1/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,4/13/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,4/15/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,4/20/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,4/24/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,5/20/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,5/25/14,Shooting,2,0,8,0
Armed opposition groups,Tartous,5/28/14,Explosion,0,0,8,0
Armed opposition groups,Tartous,5/30/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,6/13/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,6/14/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,6/25/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,7/17/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,7/21/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,7/29/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,7/31/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,8/1/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,8/3/14,Field Execution,0,0,8,0
Armed opposition groups,Tartous,8/6/14,Field Execution,0,0,8,0
Armed opposition groups,Tartous,10/12/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,10/15/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,10/19/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,11/2/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,11/14/14,Shooting,0,0,8,0
Armed opposition groups,Tartous,12/11/14,Shooting,2,0,8,0
Armed opposition groups,Unknown,2/14/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,3/19/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,3/29/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,3/31/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,4/5/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,4/8/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,5/12/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,5/19/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,6/6/14,Shelling,0,0,8,0
Armed opposition groups,Unknown,7/26/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,8/27/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,9/7/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,10/4/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,11/2/14,Shooting,0,0,8,0
Armed opposition groups,Unknown,11/7/14,Other,0,0,8,0
Armed opposition groups,Unknown,11/21/14,Field Execution,0,0,8,0
Armed opposition groups,Unknown,12/15/14,Shooting,0,0,8,0
International coalition forces,Deir Ezzor,10/17/14,Warplane shelling,0,0,8,0
International coalition forces,Deir Ezzor,11/7/14,Warplane shelling,0,0,8,0
International coalition forces,Idlib,11/6/14,Warplane shelling,0,8,8,0
Syrian government and affiliated militias,Damascus Suburbs,6/30/14,Shelling,0,3,8,0
Syrian government and affiliated militias,Damascus Suburbs,12/27/14,Warplane shelling,0,8,8,0
Armed opposition groups,Idlib,12/11/14,Kidnapping - Execution,0,0,7,0
Syrian government and affiliated militias,Aleppo,4/5/14,Warplane shelling,0,3,7,0
Syrian government and affiliated militias,Damascus Suburbs,4/3/14,Shooting,0,6,6,48
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/3/14,Field Execution,0,0,6,27
Not identified,Deir Ezzor,6/28/14,Shooting,0,3,6,24
Syrian government and affiliated militias,Damascus Suburbs,4/14/14,Shooting,0,0,6,18
Syrian government and affiliated militias,Damascus Suburbs,4/5/14,Shooting,0,0,6,9
Syrian government and affiliated militias,Daraa,5/7/14,Shooting,0,3,6,9
Syrian government and affiliated militias,Homs,3/7/14,Shelling,3,3,6,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/5/14,Shooting,0,3,6,9
Syrian government and affiliated militias,Damascus Suburbs,12/22/14,Shooting,0,3,6,7
Syrian government and affiliated militias,Damascus Suburbs,5/10/14,Shelling,3,0,6,6
Syrian government and affiliated militias,Damascus Suburbs,7/12/14,Shooting,3,0,6,6
Syrian government and affiliated militias,Daraa,3/22/14,Shelling,0,3,6,6
Syrian government and affiliated militias,Daraa,12/8/14,Shooting,0,0,6,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/8/14,Shooting,0,0,6,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/28/14,Kidnapping - Execution,0,0,6,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/24/14,Field Execution,0,0,6,6
Armed opposition groups,Other Nationalities,2/25/14,Shooting,0,0,6,3
Not identified,Aleppo,1/2/14,Shooting,0,0,6,3
Not identified,Aleppo,1/20/14,Explosion,0,0,6,3
Not identified,Daraa,12/15/14,Shooting,0,3,6,3
Syrian government and affiliated militias,Damascus Suburbs,3/23/14,Shooting,0,0,6,3
Syrian government and affiliated militias,Damascus Suburbs,7/5/14,Shooting,0,3,6,3
Syrian government and affiliated militias,Daraa,7/8/14,Shelling,0,0,6,3
Syrian government and affiliated militias,Homs,6/13/14,Shelling,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/21/14,Shooting,3,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/31/14,Kidnapping - Execution,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/28/14,Kidnapping - Execution,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,1/8/14,Kidnapping - Execution,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,1/11/14,Shooting,0,0,6,3
International coalition forces,Idlib,9/26/14,Warplane shelling,0,0,6,2
Al-Nusra Front,Damascus,12/11/14,Kidnapping - Execution,0,0,6,0
Al-Nusra Front,Damascus Suburbs,11/26/14,Kidnapping - Execution,0,0,6,0
Al-Nusra Front,Idlib,11/23/14,Kidnapping - Execution,0,0,6,0
Armed opposition groups,Aleppo,5/8/14,Shelling,0,0,6,0
Armed opposition groups,Aleppo,5/28/14,Shooting,2,0,6,0
Armed opposition groups,Aleppo,8/6/14,Shelling,6,0,6,0
Armed opposition groups,Aleppo,9/2/14,Shooting,0,0,6,0
Armed opposition groups,Aleppo,10/19/14,Shooting,0,0,6,0
Armed opposition groups,Aleppo,11/23/14,Shooting,4,0,6,0
Armed opposition groups,Aleppo,11/24/14,Shooting,0,0,6,0
Armed opposition groups,Aleppo,11/26/14,Shooting,4,0,6,0
Armed opposition groups,Aleppo,12/8/14,Shelling,0,0,6,0
Armed opposition groups,Damascus,3/20/14,Shooting,0,2,6,0
Armed opposition groups,Damascus,4/3/14,Shelling,0,6,6,0
Armed opposition groups,Damascus,4/12/14,Shelling,2,0,6,0
Armed opposition groups,Damascus,4/20/14,Shelling,0,4,6,0
Armed opposition groups,Damascus,6/26/14,Shelling,2,4,6,0
Armed opposition groups,Damascus,8/5/14,Shelling,0,4,6,0
Armed opposition groups,Damascus,8/12/14,Shooting,2,2,6,0
Armed opposition groups,Damascus,8/16/14,Shelling,0,2,6,0
Armed opposition groups,Damascus,8/21/14,Shelling,0,2,6,0
Armed opposition groups,Damascus,9/11/14,Shelling,0,2,6,0
Armed opposition groups,Damascus,9/12/14,Shooting,0,2,6,0
Armed opposition groups,Damascus,9/20/14,Shelling,4,0,6,0
Armed opposition groups,Damascus,10/28/14,Explosion,0,0,6,0
Armed opposition groups,Damascus Suburbs,1/4/14,Shooting,2,0,6,0
Armed opposition groups,Damascus Suburbs,4/14/14,Shelling,0,2,6,0
Armed opposition groups,Damascus Suburbs,6/3/14,Shelling,2,2,6,0
Armed opposition groups,Damascus Suburbs,7/21/14,Shooting,0,0,6,0
Armed opposition groups,Damascus Suburbs,8/4/14,Shelling,2,2,6,0
Armed opposition groups,Damascus Suburbs,8/27/14,Shelling,0,0,6,0
Armed opposition groups,Damascus Suburbs,10/10/14,Shooting,0,0,6,0
Armed opposition groups,Daraa,3/22/14,Shooting,2,0,6,0
Armed opposition groups,Hama,3/18/14,Shooting,0,0,6,0
Armed opposition groups,Hama,4/8/14,Shooting,0,0,6,0
Armed opposition groups,Hama,4/12/14,Shooting,0,0,6,0
Armed opposition groups,Hama,4/19/14,Shooting,0,0,6,0
Armed opposition groups,Hama,5/4/14,Shooting,0,0,6,0
Armed opposition groups,Hama,5/23/14,Shelling,0,0,6,0
Armed opposition groups,Hama,5/27/14,Shooting,0,0,6,0
Armed opposition groups,Hama,9/7/14,Shooting,0,0,6,0
Armed opposition groups,Hama,10/19/14,Shooting,0,0,6,0
Armed opposition groups,Hama,10/23/14,Shooting,0,0,6,0
Armed opposition groups,Hama,11/5/14,Shooting,0,0,6,0
Armed opposition groups,Hama,11/16/14,Field Execution,0,0,6,0
Armed opposition groups,Hasakeh,4/3/14,Shooting,2,0,6,0
Armed opposition groups,Hasakeh,12/18/14,Explosion,0,0,6,0
Armed opposition groups,Homs,1/10/14,Shooting,0,0,6,0
Armed opposition groups,Homs,4/21/14,Shooting,0,0,6,0
Armed opposition groups,Homs,5/3/14,Shooting,0,0,6,0
Armed opposition groups,Homs,5/22/14,Shooting,0,0,6,0
Armed opposition groups,Homs,5/25/14,Shooting,0,0,6,0
Armed opposition groups,Idlib,4/12/14,Shooting,2,2,6,0
Armed opposition groups,Idlib,4/28/14,Shelling,0,6,6,0
Armed opposition groups,Idlib,9/3/14,Field Execution,0,0,6,0
Armed opposition groups,Idlib,12/18/14,Kidnapping - Execution,6,0,6,0
Armed opposition groups,Lattakia,1/2/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,1/19/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,1/21/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,1/23/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,1/31/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,2/12/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,2/28/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,3/10/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,3/21/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,3/25/14,Explosion,0,0,6,0
Armed opposition groups,Lattakia,3/30/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,4/11/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,4/17/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,4/28/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,5/3/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,5/8/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,5/12/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,6/2/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,6/15/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,6/29/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,7/8/14,Field Execution,0,0,6,0
Armed opposition groups,Lattakia,8/3/14,Shooting,0,0,6,0
Armed opposition groups,Lattakia,9/8/14,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,4/15/14,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,5/29/14,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,6/13/14,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,7/27/14,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,10/8/14,Shooting,0,0,6,0
Armed opposition groups,Other Nationalities,11/29/14,Shooting,0,0,6,0
Armed opposition groups,Raqqa,12/18/14,Shelling,0,4,6,0
Armed opposition groups,Sweida,2/14/14,Explosion,0,0,6,0
Armed opposition groups,Sweida,3/7/14,Shooting,0,0,6,0
