actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Syrian government and affiliated militias,Idlib,2016-11-22,Shelling,0,3,3,0
Syrian government and affiliated militias,Idlib,2016-12-06,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Idlib,2016-12-14,Shelling,0,0,3,0
Syrian government and affiliated militias,Idlib,2016-12-23,Shelling,0,0,3,0
Syrian government and affiliated militias,Idlib,2016-12-27,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Idlib,2016-12-28,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Lattakia,2016-06-01,Shelling,0,0,3,0
Syrian government and affiliated militias,Lattakia,2016-10-20,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Other Nationalities,2016-07-08,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Other Nationalities,2016-08-10,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Other Nationalities,2016-09-27,Detention - Execution,0,0,3,0
Syrian government and affiliated militias,Quneitra,2016-06-17,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Quneitra,2016-11-05,Unknown,0,0,3,0
Syrian government and affiliated militias,Raqqa,2016-04-10,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Raqqa,2016-05-06,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Raqqa,2016-05-10,Explosion,0,0,3,0
Syrian government and affiliated militias,Raqqa,2016-05-15,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Raqqa,2016-05-31,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Raqqa,2016-06-27,Kidnapping - Execution,0,0,3,0
Syrian government and affiliated militias,Raqqa,2016-07-01,Explosion,0,0,3,0
Syrian government and affiliated militias,Raqqa,2016-07-03,Explosion,3,0,3,0
Syrian government and affiliated militias,Raqqa,2016-07-27,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Raqqa,2016-07-29,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Sweida,2016-05-17,Shooting,0,0,3,0
Syrian government and affiliated militias,Unknown,2016-07-28,Detention - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-01-09,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-01-24,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-02-04,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-03-06,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-03-09,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-04-13,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-05-09,Kidnapping - Execution,0,3,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-05-23,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-06-28,Shelling,0,3,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-07-09,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-07-11,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-07-25,Shooting,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-07-30,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-08-02,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-08-03,Shooting,0,3,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-08-24,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-08-26,Shelling,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-08-30,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-09-04,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-09-06,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-09-12,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-09-14,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-09-26,Shelling,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-10-01,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-10-03,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-10-08,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2016-10-19,Explosion,0,0,3,0
