actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Armed opposition groups,Other Nationalities,3/2/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,3/11/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,3/20/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,3/26/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,4/14/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,4/21/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,4/22/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,5/13/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,5/15/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,5/30/15,Field Execution,0,0,2,0
Armed opposition groups,Other Nationalities,6/4/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,6/5/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,6/6/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,6/7/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,6/10/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,6/23/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,6/24/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,6/30/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,7/1/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,7/2/15,Shooting,0,2,2,0
Armed opposition groups,Other Nationalities,7/3/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,7/14/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,7/19/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,7/21/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,7/24/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,7/27/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,7/30/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,8/1/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,8/6/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,8/7/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,8/8/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,8/15/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,8/30/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,9/3/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,9/6/15,Explosion,0,0,2,0
Armed opposition groups,Other Nationalities,9/10/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,9/12/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,9/13/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,9/17/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,9/19/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,9/26/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,10/8/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,10/9/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,10/12/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,10/16/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,10/23/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,10/26/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,10/28/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,10/29/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,11/5/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,11/7/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,11/13/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,11/14/15,Shooting,0,2,2,0
Armed opposition groups,Other Nationalities,11/15/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,11/18/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,11/22/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,12/1/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,12/4/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,12/6/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,12/7/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,12/8/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,12/15/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,12/18/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,12/23/15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,12/28/15,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2/9/15,Shooting,0,0,2,0
Armed opposition groups,Quneitra,5/25/15,Shooting,0,0,2,0
Armed opposition groups,Quneitra,6/23/15,Shooting,0,0,2,0
Armed opposition groups,Quneitra,6/24/15,Shelling,0,0,2,0
Armed opposition groups,Quneitra,6/26/15,Shooting,0,0,2,0
Armed opposition groups,Quneitra,7/13/15,Shooting,0,0,2,0
Armed opposition groups,Quneitra,8/17/15,Shelling,0,0,2,0
Armed opposition groups,Quneitra,9/25/15,Shelling,0,0,2,0
Armed opposition groups,Quneitra,10/4/15,Shooting,0,0,2,0
Armed opposition groups,Quneitra,10/7/15,Shooting,0,0,2,0
Armed opposition groups,Quneitra,10/8/15,Explosion,0,0,2,0
Armed opposition groups,Quneitra,10/13/15,Shooting,0,0,2,0
Armed opposition groups,Quneitra,10/15/15,Shelling,0,0,2,0
Armed opposition groups,Quneitra,10/25/15,Shooting,0,0,2,0
Armed opposition groups,Quneitra,11/7/15,Shooting,0,0,2,0
Armed opposition groups,Raqqa,5/14/15,Shooting,2,0,2,0
Armed opposition groups,Raqqa,8/2/15,Shooting,0,0,2,0
Armed opposition groups,Raqqa,8/4/15,Shooting,0,0,2,0
Armed opposition groups,Raqqa,10/27/15,Explosion,0,0,2,0
Armed opposition groups,Sweida,1/3/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,1/18/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,1/26/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2/5/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2/6/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2/7/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2/12/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2/13/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2/15/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2/17/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2/18/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2/26/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2/27/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,3/1/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,3/3/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,3/8/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,3/18/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,3/23/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,3/24/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,3/30/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,4/3/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,4/15/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,4/17/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,4/22/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,4/23/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,4/28/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,5/5/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,5/11/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,5/26/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,5/29/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,5/30/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,6/15/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,6/21/15,Shelling,0,2,2,0
Armed opposition groups,Sweida,6/25/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,7/4/15,Field Execution,0,0,2,0
Armed opposition groups,Sweida,7/7/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,7/13/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,7/26/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,7/27/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,7/31/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,8/3/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,8/6/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,8/7/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,9/18/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,9/21/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,9/23/15,Kidnapping - Execution,0,0,2,0
Armed opposition groups,Sweida,9/25/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,9/27/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,9/29/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,10/6/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,10/7/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,10/19/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,10/24/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,11/1/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,11/7/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,11/11/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,11/16/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,11/22/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,12/4/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,12/10/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,12/11/15,Shooting,0,0,2,0
Armed opposition groups,Sweida,12/13/15,Shelling,0,0,2,0
Armed opposition groups,Tartous,1/9/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,1/11/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,1/12/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,1/13/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,1/14/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,1/15/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,1/26/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,1/28/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,1/29/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,1/30/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,2/7/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,2/12/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,2/18/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,2/21/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,2/22/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,2/23/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,2/24/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,3/4/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,3/7/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,3/9/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,3/10/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,3/16/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,3/24/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,3/25/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,4/8/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,4/9/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,4/11/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,4/18/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,4/21/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,4/22/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,5/2/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,5/5/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,5/10/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,5/12/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,5/18/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,5/26/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,5/27/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,5/30/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,6/6/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,6/10/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,6/11/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,6/16/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,6/17/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,6/19/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,6/25/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,6/27/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/1/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/7/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/10/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/11/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/14/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/16/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/17/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/18/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/21/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/24/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/26/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/28/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/30/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,7/31/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,8/17/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,8/24/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,8/25/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,8/28/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,9/2/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,9/6/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,9/8/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,9/15/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,9/19/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,9/26/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/12/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/15/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/21/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/27/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,10/30/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,11/11/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,11/16/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,11/24/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,11/25/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,11/30/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,12/8/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,12/17/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,12/22/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,12/25/15,Shooting,0,0,2,0
Armed opposition groups,Tartous,12/29/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/1/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/2/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/4/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/5/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/6/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/7/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/11/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/12/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/13/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/15/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/21/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/29/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/30/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,1/31/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,2/2/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,2/5/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,2/8/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,2/10/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,2/13/15,Field Execution,0,0,2,0
Armed opposition groups,Unknown,2/27/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/2/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/6/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/10/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/14/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/26/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/28/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,3/29/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/4/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/10/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/15/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/18/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/21/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/24/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/26/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,4/27/15,Explosion,0,0,2,0
Armed opposition groups,Unknown,5/2/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,5/4/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,5/12/15,Shelling,0,0,2,0
Armed opposition groups,Unknown,5/14/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,5/17/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,5/18/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,5/19/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,6/6/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,6/12/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,6/15/15,Explosion,0,0,2,0
Armed opposition groups,Unknown,6/26/15,Explosion,0,0,2,0
Armed opposition groups,Unknown,6/28/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,6/30/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,7/6/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,7/19/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,7/21/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,7/22/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,7/25/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,7/28/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,7/31/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,8/1/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,8/7/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,8/8/15,Explosion,0,0,2,0
Armed opposition groups,Unknown,8/11/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,8/12/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,8/23/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,8/25/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,8/29/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,8/31/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,9/3/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,9/11/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,9/13/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,9/29/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/1/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/3/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/7/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/8/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/11/15,Explosion,0,0,2,0
Armed opposition groups,Unknown,10/12/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/23/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/24/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,10/31/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,11/7/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,11/12/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,11/18/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,12/14/15,Kidnapping - Execution,0,0,2,0
Armed opposition groups,Unknown,12/15/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,12/24/15,Shooting,0,0,2,0
Armed opposition groups,Unknown,12/29/15,Shooting,0,0,2,0
International coalition forces,Aleppo,8/3/15,Warplane shelling,0,2,2,0
International coalition forces,Aleppo,8/29/15,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,1/18/15,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,2/3/15,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,6/11/15,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,6/19/15,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,6/26/15,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,10/8/15,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,10/22/15,Warplane shelling,0,0,2,0
International coalition forces,Hama,11/20/15,Warplane shelling,0,0,2,0
International coalition forces,Hasakeh,2/23/15,Warplane shelling,0,2,2,0
International coalition forces,Hasakeh,2/26/15,Warplane shelling,2,0,2,0
International coalition forces,Hasakeh,4/17/15,Warplane shelling,0,0,2,0
International coalition forces,Hasakeh,5/8/15,Warplane shelling,0,2,2,0
International coalition forces,Hasakeh,5/27/15,Warplane shelling,0,0,2,0
International coalition forces,Hasakeh,7/11/15,Warplane shelling,0,2,2,0
International coalition forces,Homs,6/23/15,Warplane shelling,0,0,2,0
International coalition forces,Homs,10/18/15,Warplane shelling,0,0,2,0
International coalition forces,Raqqa,7/11/15,Warplane shelling,0,0,2,0
International coalition forces,Raqqa,8/15/15,Warplane shelling,0,0,2,0
Russian troops,Aleppo,1/22/15,Other,0,2,2,0
Russian troops,Aleppo,1/26/15,Other,0,2,2,0
Russian troops,Aleppo,1/29/15,Other,0,2,2,0
Russian troops,Aleppo,2/4/15,Other,0,2,2,0
Russian troops,Aleppo,10/6/15,Warplane shelling,0,0,2,0
Russian troops,Aleppo,11/1/15,Warplane shelling,0,0,2,0
Russian troops,Aleppo,11/2/15,Warplane shelling,0,0,2,0
Russian troops,Aleppo,11/5/15,Warplane shelling,2,0,2,0
Russian troops,Aleppo,11/8/15,Warplane shelling,0,0,2,0
Russian troops,Aleppo,11/10/15,Warplane shelling,0,0,2,0
