actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Russian troops,Damascus Suburbs,11/4/15,Warplane shelling,0,0,2,0
Russian troops,Damascus Suburbs,11/19/15,Warplane shelling,0,2,2,0
Russian troops,Damascus Suburbs,11/22/15,Warplane shelling,0,0,2,0
Russian troops,Daraa,11/22/15,Warplane shelling,0,2,2,0
Russian troops,Daraa,12/10/15,Warplane shelling,0,0,2,0
Russian troops,Deir Ezzor,2/25/15,Warplane shelling,2,0,2,0
Russian troops,Deir Ezzor,10/30/15,Warplane shelling,0,2,2,0
Russian troops,Deir Ezzor,11/4/15,Warplane shelling,0,0,2,0
Russian troops,Deir Ezzor,11/12/15,Warplane shelling,0,0,2,0
Russian troops,Deir Ezzor,12/2/15,Explosion,2,0,2,0
Russian troops,Hama,10/8/15,Warplane shelling,0,0,2,0
Russian troops,Hama,10/13/15,Warplane shelling,0,0,2,0
Russian troops,Hama,10/31/15,Explosion,0,0,2,0
Russian troops,Hama,11/9/15,Warplane shelling,0,2,2,0
Russian troops,Hama,11/12/15,Warplane shelling,0,0,2,0
Russian troops,Hama,11/13/15,Warplane shelling,0,0,2,0
Russian troops,Hama,11/15/15,Warplane shelling,0,2,2,0
Russian troops,Hama,11/18/15,Warplane shelling,0,2,2,0
Russian troops,Hama,12/8/15,Warplane shelling,2,0,2,0
Russian troops,Hama,12/9/15,Warplane shelling,0,0,2,0
Russian troops,Hama,12/11/15,Warplane shelling,0,2,2,0
Russian troops,Hama,12/15/15,Warplane shelling,0,0,2,0
Russian troops,Hama,12/18/15,Warplane shelling,0,0,2,0
Russian troops,Hama,12/24/15,Warplane shelling,0,0,2,0
Russian troops,Hama,12/30/15,Warplane shelling,0,0,2,0
Russian troops,Hama,12/31/15,Warplane shelling,0,0,2,0
Russian troops,Hasakeh,12/24/15,Warplane shelling,0,2,2,0
Russian troops,Homs,10/4/15,Warplane shelling,0,0,2,0
Russian troops,Homs,10/13/15,Warplane shelling,0,0,2,0
Russian troops,Homs,10/21/15,Warplane shelling,0,0,2,0
Russian troops,Homs,11/5/15,Warplane shelling,0,0,2,0
Russian troops,Homs,11/16/15,Warplane shelling,0,0,2,0
Russian troops,Homs,11/26/15,Warplane shelling,0,0,2,0
Russian troops,Homs,12/9/15,Warplane shelling,0,0,2,0
Russian troops,Homs,12/20/15,Warplane shelling,0,2,2,0
Russian troops,Homs,12/24/15,Warplane shelling,0,0,2,0
Russian troops,Homs,12/25/15,Warplane shelling,0,0,2,0
Russian troops,Homs,12/29/15,Warplane shelling,0,0,2,0
Russian troops,Homs,12/31/15,Warplane shelling,0,0,2,0
Russian troops,Idlib,10/22/15,Warplane shelling,0,0,2,0
Russian troops,Idlib,11/1/15,Warplane shelling,0,2,2,0
Russian troops,Idlib,11/2/15,Warplane shelling,2,0,2,0
Russian troops,Idlib,11/5/15,Warplane shelling,0,2,2,0
Russian troops,Idlib,11/16/15,Warplane shelling,0,0,2,0
Russian troops,Idlib,11/18/15,Warplane shelling,0,0,2,0
Russian troops,Idlib,11/28/15,Warplane shelling,0,0,2,0
Russian troops,Idlib,12/8/15,Warplane shelling,0,0,2,0
Russian troops,Idlib,12/12/15,Warplane shelling,0,0,2,0
Russian troops,Idlib,12/16/15,Warplane shelling,0,0,2,0
Russian troops,Idlib,12/19/15,Warplane shelling,2,0,2,0
Russian troops,Idlib,12/27/15,Warplane shelling,0,0,2,0
Russian troops,Raqqa,11/29/15,Warplane shelling,0,2,2,0
Russian troops,Raqqa,12/15/15,Warplane shelling,0,0,2,0
Russian troops,Sweida,11/18/15,Warplane shelling,0,0,2,0
Syrian government and affiliated militias,Damascus,8/8/15,Detention - Torture,0,0,2,0
Syrian government and affiliated militias,Damascus Suburbs,9/1/15,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,6/26/15,Shooting,0,0,1,0
Not identified,Damascus,2/23/15,Shooting,0,0,1,0
Syrian government and affiliated militias,Damascus Suburbs,11/1/15,Warplane shelling,0,1,1,0
Syrian government and affiliated militias,Daraa,11/12/15,Warplane shelling,0,0,1,0
Syrian government and affiliated militias,Homs,2/15/15,Detention - Torture,0,0,1,0
Syrian government and affiliated militias,Homs,3/31/15,Detention - Torture,0,0,1,0
Syrian government and affiliated militias,Homs,9/30/15,Warplane shelling,0,0,1,0
Syrian government and affiliated militias,Homs,10/15/15,Warplane shelling,0,1,1,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/3/15,Kidnapping - Execution,0,0,1,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,5/5/15,Shooting,0,0,0,45
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,8/9/15,Explosion,0,0,0,42
Al-Nusra Front,Daraa,11/15/15,Explosion,0,0,0,39
Al-Nusra Front,Aleppo,3/1/15,Shooting,0,0,0,36
Armed opposition groups,Daraa,11/13/15,Kidnapping - Execution,0,0,0,34
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,5/22/15,Shooting,0,0,0,33
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/13/15,Explosion,0,0,0,32
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,6/21/15,Shooting,0,0,0,30
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,11/13/15,Kidnapping - Execution,0,0,0,30
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,4/28/15,Shooting,0,0,0,28
Syrian government and affiliated militias,Daraa,2/10/15,Shooting,0,0,0,27
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/10/15,Shooting,0,3,0,27
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/15/15,Explosion,0,0,0,24
Armed opposition groups,Damascus Suburbs,1/4/15,Shooting,0,0,0,21
Syrian government and affiliated militias,Damascus Suburbs,7/21/15,Shooting,0,0,0,21
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/14/15,Shooting,0,0,0,21
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/16/15,Shooting,0,0,0,21
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,5/20/15,Shooting,0,0,0,21
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,7/14/15,Explosion,0,0,0,21
Syrian government and affiliated militias,Hama,11/5/15,Shooting,0,0,0,18
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/18/15,Shooting,0,0,0,18
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,7/23/15,Shooting,0,0,0,18
Not identified,Idlib,10/23/15,Explosion,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/24/15,Shooting,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,10/14/15,Shooting,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,11/3/15,Shooting,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,11/22/15,Shooting,0,0,0,15
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,9/7/15,Shooting,0,0,0,15
Armed opposition groups,Damascus,4/16/15,Shooting,0,0,0,12
Armed opposition groups,Damascus Suburbs,12/1/15,Shooting,0,0,0,12
Armed opposition groups,Daraa,12/7/15,Shooting,0,0,0,12
Not identified,Daraa,10/20/15,Explosion,0,0,0,12
Not identified,Homs,8/29/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/15/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/26/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/29/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/30/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/5/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/12/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/19/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/16/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/19/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/29/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/5/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/3/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/28/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,4/16/15,Shooting,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,9/3/15,Explosion,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,6/26/15,Kidnapping - Execution,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/13/15,Kidnapping - Execution,0,0,0,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,7/2/15,Kidnapping - Execution,0,0,0,11
Armed opposition groups,Aleppo,12/31/15,Shooting,0,0,0,9
Armed opposition groups,Damascus Suburbs,11/27/15,Shooting,0,0,0,9
Armed opposition groups,Daraa,5/6/15,Shooting,0,0,0,9
Armed opposition groups,Daraa,8/4/15,Shooting,0,0,0,9
Armed opposition groups,Homs,4/22/15,Shooting,0,0,0,9
Syrian government and affiliated militias,Damascus Suburbs,5/3/15,Shooting,0,0,0,9
Syrian government and affiliated militias,Damascus Suburbs,5/4/15,Shooting,0,0,0,9
Syrian government and affiliated militias,Daraa,8/15/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/4/15,Shooting,0,3,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/10/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/6/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/10/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/7/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,10/9/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,10/10/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,11/2/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,3/22/15,Kidnapping - Execution,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,11/11/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,4/21/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,5/1/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,10/21/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,7/5/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,9/15/15,Shooting,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,8/12/15,Explosion,0,0,0,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Other Nationalities,4/17/15,Kidnapping - Execution,0,0,0,9
International coalition forces,Other Nationalities,10/15/15,Warplane shelling,0,0,0,8
International coalition forces,Hama,5/21/15,Warplane shelling,0,0,0,7
Al-Nusra Front,Aleppo,7/31/15,Shooting,0,0,0,6
Armed opposition groups,Damascus,12/25/15,Shooting,0,0,0,6
Armed opposition groups,Damascus Suburbs,2/2/15,Shooting,0,0,0,6
Armed opposition groups,Daraa,5/30/15,Shooting,0,0,0,6
Armed opposition groups,Daraa,10/6/15,Shooting,0,0,0,6
International coalition forces,Aleppo,7/31/15,Warplane shelling,0,0,0,6
International coalition forces,Deir Ezzor,7/30/15,Warplane shelling,0,0,0,6
Not identified,Aleppo,2/1/15,Shooting,0,0,0,6
Not identified,Damascus Suburbs,2/6/15,Shooting,0,0,0,6
Not identified,Idlib,1/21/15,Shooting,0,0,0,6
Not identified,Idlib,11/20/15,Explosion,0,0,0,6
Syrian government and affiliated militias,Damascus,5/3/15,Chemical and toxic gases,0,0,0,6
Syrian government and affiliated militias,Damascus Suburbs,5/1/15,Shooting,0,0,0,6
Syrian government and affiliated militias,Damascus Suburbs,6/11/15,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,4/1/15,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,6/9/15,Shooting,0,0,0,6
Syrian government and affiliated militias,Daraa,6/17/15,Explosion,0,0,0,6
Syrian government and affiliated militias,Hama,4/15/15,Field Execution,0,0,0,6
Syrian government and affiliated militias,Hama,4/27/15,Warplane shelling,0,0,0,6
Syrian government and affiliated militias,Homs,11/29/15,Shooting,0,0,0,6
Syrian government and affiliated militias,Homs,12/13/15,Shooting,0,0,0,6
Syrian government and affiliated militias,Homs,12/14/15,Shooting,0,0,0,6
Syrian government and affiliated militias,Other Nationalities,3/24/15,Explosion,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/21/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/11/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/8/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/16/15,Explosion,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/20/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/21/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/1/15,Explosion,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/6/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/11/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/22/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/24/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,4/7/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,4/19/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,4/30/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,5/3/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,6/24/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,7/18/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,11/30/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,10/29/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/7/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,10/14/15,Kidnapping - Execution,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/25/15,Kidnapping - Execution,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Hama,7/28/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,4/14/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,4/28/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,5/14/15,Shooting,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,6/30/15,Kidnapping - Execution,0,0,0,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,8/10/15,Kidnapping - Execution,0,0,0,6
Al-Nusra Front,Idlib,1/31/15,Shooting,0,0,0,5
International coalition forces,Aleppo,1/25/15,Warplane shelling,0,0,0,4
International coalition forces,Deir Ezzor,6/30/15,Warplane shelling,0,0,0,4
International coalition forces,Hasakeh,11/16/15,Warplane shelling,0,0,0,4
Russian troops,Damascus Suburbs,12/25/15,Warplane shelling,0,0,0,4
Russian troops,Daraa,12/6/15,Warplane shelling,0,0,0,4
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,6/15/15,Kidnapping - Execution,0,0,0,4
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,7/16/15,Shooting,0,0,0,4
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,12/7/15,Kidnapping - Execution,0,0,0,4
Al-Nusra Front,Damascus,3/10/15,Shooting,0,0,0,3
Al-Nusra Front,Damascus,4/11/15,Shooting,0,0,0,3
Al-Nusra Front,Damascus,8/12/15,Shooting,0,0,0,3
Al-Nusra Front,Damascus Suburbs,3/7/15,Shooting,0,0,0,3
Al-Nusra Front,Daraa,5/7/15,Shooting,0,0,0,3
Al-Nusra Front,Daraa,5/29/15,Kidnapping - Execution,0,0,0,3
Al-Nusra Front,Daraa,6/4/15,Shooting,0,0,0,3
Al-Nusra Front,Daraa,6/29/15,Kidnapping - Execution,0,0,0,3
Al-Nusra Front,Hama,7/31/15,Shooting,0,0,0,3
Al-Nusra Front,Idlib,2/7/15,Kidnapping - Torture,0,0,0,3
Al-Nusra Front,Idlib,2/28/15,Shooting,0,0,0,3
Al-Nusra Front,Idlib,3/7/15,Kidnapping - Torture,0,0,0,3
Al-Nusra Front,Idlib,7/25/15,Kidnapping - Execution,0,0,0,3
Al-Nusra Front,Idlib,7/31/15,Shooting,0,0,0,3
Al-Nusra Front,Idlib,8/3/15,Kidnapping - Execution,0,0,0,3
Al-Nusra Front,Idlib,11/29/15,Kidnapping - Execution,0,0,0,3
Al-Nusra Front,Quneitra,10/29/15,Shooting,0,0,0,3
Armed opposition groups,Aleppo,12/2/15,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,1/3/15,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,2/1/15,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,3/7/15,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,7/25/15,Kidnapping - Execution,0,0,0,3
Armed opposition groups,Damascus Suburbs,12/24/15,Shooting,0,0,0,3
Armed opposition groups,Damascus Suburbs,12/30/15,Shooting,0,0,0,3
Armed opposition groups,Daraa,7/16/15,Shooting,0,0,0,3
Armed opposition groups,Daraa,11/15/15,Shooting,0,0,0,3
Armed opposition groups,Hama,2/28/15,Shooting,0,0,0,3
Armed opposition groups,Homs,3/2/15,Shooting,0,0,0,3
Armed opposition groups,Idlib,11/27/15,Kidnapping - Torture,0,0,0,3
Armed opposition groups,Idlib,12/30/15,Shooting,0,0,0,3
Armed opposition groups,Other Nationalities,2/2/15,Shooting,0,0,0,3
Armed opposition groups,Other Nationalities,3/14/15,Shooting,0,0,0,3
Armed opposition groups,Other Nationalities,3/30/15,Shooting,0,0,0,3
Not identified,Aleppo,1/19/15,Explosion,0,0,0,3
Not identified,Aleppo,1/24/15,Shooting,0,0,0,3
Not identified,Aleppo,1/31/15,Kidnapping - Torture,0,0,0,3
Not identified,Aleppo,6/27/15,Shooting,0,0,0,3
Not identified,Aleppo,7/20/15,Shooting,0,0,0,3
Not identified,Aleppo,8/29/15,Shooting,0,0,0,3
Not identified,Aleppo,9/5/15,Shooting,0,0,0,3
Not identified,Aleppo,10/23/15,Shooting,0,0,0,3
Not identified,Aleppo,12/1/15,Shooting,0,0,0,3
Not identified,Aleppo,12/11/15,Explosion,0,0,0,3
Not identified,Damascus,2/21/15,Shooting,0,0,0,3
Not identified,Damascus,11/12/15,Explosion,0,0,0,3
Not identified,Damascus,11/26/15,Shooting,0,0,0,3
Not identified,Damascus Suburbs,1/4/15,Explosion,0,0,0,3
Not identified,Damascus Suburbs,1/22/15,Shooting,0,0,0,3
Not identified,Damascus Suburbs,7/30/15,Shooting,0,0,0,3
Not identified,Damascus Suburbs,8/4/15,Shooting,0,0,0,3
Not identified,Damascus Suburbs,9/9/15,Shooting,0,0,0,3
Not identified,Damascus Suburbs,12/25/15,Shooting,0,0,0,3
Not identified,Daraa,2/28/15,Shooting,0,0,0,3
Not identified,Daraa,3/22/15,Shooting,0,0,0,3
Not identified,Daraa,8/18/15,Shooting,0,0,0,3
Not identified,Daraa,10/5/15,Shooting,0,0,0,3
Not identified,Daraa,10/18/15,Explosion,0,0,0,3
Not identified,Daraa,11/3/15,Explosion,0,0,0,3
Not identified,Daraa,11/9/15,Shooting,0,0,0,3
Not identified,Daraa,11/12/15,Explosion,0,0,0,3
Not identified,Daraa,12/21/15,Shooting,0,0,0,3
Not identified,Deir Ezzor,5/11/15,Shooting,0,0,0,3
Not identified,Deir Ezzor,10/23/15,Shooting,0,0,0,3
Not identified,Hama,10/11/15,Shooting,0,0,0,3
Not identified,Hasakeh,11/2/15,Shooting,0,0,0,3
Not identified,Homs,2/1/15,Shooting,0,0,0,3
Not identified,Homs,6/28/15,Shooting,0,0,0,3
Not identified,Homs,7/27/15,Shooting,0,0,0,3
Not identified,Homs,10/13/15,Shooting,0,0,0,3
Not identified,Idlib,7/21/15,Shooting,0,0,0,3
Not identified,Idlib,7/25/15,Shooting,0,0,0,3
Not identified,Idlib,9/30/15,Shooting,0,0,0,3
Not identified,Idlib,11/3/15,Explosion,0,0,0,3
Not identified,Idlib,11/27/15,Explosion,0,0,0,3
Not identified,Lattakia,1/27/15,Shooting,0,0,0,3
Not identified,Other Nationalities,1/27/15,Shooting,0,0,0,3
Not identified,Other Nationalities,2/22/15,Shooting,0,0,0,3
Not identified,Other Nationalities,10/17/15,Shooting,0,0,0,3
Not identified,Quneitra,4/26/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,2/7/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Aleppo,6/13/15,Explosion,0,0,0,3
Syrian government and affiliated militias,Aleppo,8/19/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus,10/9/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,4/1/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,4/9/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,4/11/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,4/20/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,5/10/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,5/13/15,Explosion,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,5/14/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,6/1/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,6/2/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,6/3/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,6/6/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,7/26/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,9/11/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,11/27/15,Shelling,0,0,0,3
Syrian government and affiliated militias,Damascus Suburbs,12/31/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,2/4/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,2/7/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,4/6/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,4/17/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,4/24/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,4/26/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,5/1/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,5/10/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,6/13/15,Detention - Torture,0,0,0,3
Syrian government and affiliated militias,Daraa,6/14/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,6/15/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,7/26/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,8/17/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,8/19/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,8/22/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,10/10/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,10/13/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Daraa,12/24/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Deir Ezzor,5/27/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Deir Ezzor,9/9/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Deir Ezzor,10/10/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Hama,3/1/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Hama,3/11/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Hama,3/12/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Hama,6/7/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Hama,9/9/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Hama,10/10/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Hama,11/3/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Hama,11/12/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Hama,11/13/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Hama,11/19/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Hama,12/2/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Hama,12/13/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,1/25/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,2/4/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,2/7/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,4/2/15,Warplane shelling,0,0,0,3
Syrian government and affiliated militias,Homs,5/6/15,Warplane shelling,0,0,0,3
Syrian government and affiliated militias,Homs,5/12/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,5/20/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,6/25/15,Warplane shelling,0,0,0,3
Syrian government and affiliated militias,Homs,7/25/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,8/10/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,9/8/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,10/6/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,10/8/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,10/13/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,10/19/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,10/20/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,10/22/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,10/24/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Homs,11/20/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,1/20/15,Shooting,0,0,0,3
