actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Russian troops,Aleppo,5/10/16,Warplane shelling,3,6,9,3
Russian troops,Deir Ezzor,4/30/16,Warplane shelling,0,6,9,3
Russian troops,Idlib,5/10/16,Warplane shelling,0,0,9,3
Syrian government and affiliated militias,Aleppo,5/7/16,Shooting,6,0,9,3
Syrian government and affiliated militias,Aleppo,8/26/16,Shooting,0,0,9,3
Syrian government and affiliated militias,Aleppo,10/23/16,Shooting,3,0,9,3
Syrian government and affiliated militias,Damascus Suburbs,9/9/16,Shooting,0,0,9,3
Syrian government and affiliated militias,Damascus Suburbs,9/29/16,Shelling,0,0,9,3
Syrian government and affiliated militias,Damascus Suburbs,10/28/16,Shooting,3,3,9,3
Syrian government and affiliated militias,Damascus Suburbs,11/2/16,Warplane shelling,0,0,9,3
Syrian government and affiliated militias,Deir Ezzor,9/17/16,Warplane shelling,0,6,9,3
Syrian government and affiliated militias,Hama,6/18/16,Warplane shelling,0,3,9,3
Syrian government and affiliated militias,Hama,9/7/16,Field Execution,0,9,9,3
Syrian government and affiliated militias,Hama,9/8/16,Shooting,0,6,9,3
Syrian government and affiliated militias,Hama,9/30/16,Shelling,3,0,9,3
Syrian government and affiliated militias,Hama,10/5/16,Shelling,3,0,9,3
Syrian government and affiliated militias,Hama,11/2/16,Shelling,0,0,9,3
Syrian government and affiliated militias,Homs,5/1/16,Detention - Torture,6,0,9,3
Syrian government and affiliated militias,Homs,9/13/16,Shooting,0,0,9,3
Syrian government and affiliated militias,Homs,9/25/16,Warplane shelling,0,3,9,3
Syrian government and affiliated militias,Homs,11/14/16,Shelling,3,3,9,3
Syrian government and affiliated militias,Homs,11/26/16,Shooting,6,0,9,3
Syrian government and affiliated militias,Homs,12/16/16,Shelling,0,3,9,3
Syrian government and affiliated militias,Idlib,5/1/16,Warplane shelling,0,0,9,3
Syrian government and affiliated militias,Idlib,9/16/16,Warplane shelling,0,3,9,3
Syrian government and affiliated militias,Idlib,9/30/16,Shelling,3,6,9,3
Syrian government and affiliated militias,Idlib,11/12/16,Shooting,3,3,9,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/18/16,Explosion,0,3,9,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/1/16,Shooting,0,0,9,3
Armed opposition groups,Aleppo,4/24/16,Shelling,6,0,9,0
Armed opposition groups,Aleppo,4/26/16,Shelling,0,6,9,0
Armed opposition groups,Aleppo,5/2/16,Shelling,0,6,9,0
Armed opposition groups,Aleppo,6/15/16,Shelling,0,6,9,0
Armed opposition groups,Aleppo,7/30/16,Field Execution,3,0,9,0
Armed opposition groups,Aleppo,8/19/16,Shelling,0,0,9,0
Armed opposition groups,Aleppo,9/21/16,Shelling,0,6,9,0
Armed opposition groups,Aleppo,10/1/16,Shelling,0,3,9,0
Armed opposition groups,Aleppo,10/5/16,Shelling,0,0,9,0
Armed opposition groups,Aleppo,10/15/16,Shelling,0,0,9,0
Armed opposition groups,Aleppo,11/21/16,Shelling,0,9,9,0
Armed opposition groups,Aleppo,12/14/16,Shelling,0,0,9,0
Armed opposition groups,Aleppo,12/29/16,Shelling,0,3,9,0
International coalition forces,Aleppo,6/11/16,Warplane shelling,3,0,9,0
International coalition forces,Aleppo,7/9/16,Warplane shelling,0,6,9,0
International coalition forces,Aleppo,9/28/16,Warplane shelling,3,3,9,0
International coalition forces,Aleppo,12/17/16,Warplane shelling,0,0,9,0
International coalition forces,Homs,12/6/16,Warplane shelling,0,0,9,0
International coalition forces,Raqqa,12/6/16,Warplane shelling,0,3,9,0
Not identified,Aleppo,7/29/16,Warplane shelling,0,0,9,0
Not identified,Aleppo,8/11/16,Shelling,0,0,9,0
Not identified,Aleppo,9/22/16,Warplane shelling,3,6,9,0
Not identified,Aleppo,11/16/16,Shelling,0,6,9,0
Not identified,Aleppo,12/9/16,Explosion,0,3,9,0
Not identified,Aleppo,12/25/16,Other,3,6,9,0
Not identified,Daraa,1/6/16,Explosion,3,0,9,0
Not identified,Daraa,3/14/16,Other,0,0,9,0
Not identified,Daraa,3/20/16,Shooting,0,0,9,0
Not identified,Daraa,4/19/16,Kidnapping - Execution,3,0,9,0
Not identified,Daraa,7/19/16,Warplane shelling,0,9,9,0
Not identified,Deir Ezzor,8/7/16,Explosion,3,3,9,0
Not identified,Deir Ezzor,12/13/16,Warplane shelling,3,3,9,0
Not identified,Homs,6/18/16,Warplane shelling,0,9,9,0
Not identified,Raqqa,5/11/16,Warplane shelling,0,6,9,0
Not identified,Raqqa,6/17/16,Warplane shelling,3,0,9,0
Russian troops,Aleppo,4/23/16,Explosion,6,0,9,0
Russian troops,Aleppo,5/12/16,Warplane shelling,0,0,9,0
Russian troops,Aleppo,5/31/16,Warplane shelling,9,0,9,0
Russian troops,Aleppo,6/14/16,Warplane shelling,3,0,9,0
Russian troops,Aleppo,6/18/16,Warplane shelling,3,6,9,0
Russian troops,Aleppo,7/11/16,Warplane shelling,0,0,9,0
Russian troops,Aleppo,7/26/16,Warplane shelling,0,3,9,0
Russian troops,Aleppo,8/19/16,Warplane shelling,3,0,9,0
Russian troops,Aleppo,9/18/16,Warplane shelling,3,6,9,0
Russian troops,Aleppo,10/2/16,Warplane shelling,0,3,9,0
Russian troops,Aleppo,10/28/16,Explosion,0,6,9,0
Russian troops,Aleppo,11/7/16,Warplane shelling,6,0,9,0
Russian troops,Aleppo,11/10/16,Warplane shelling,3,0,9,0
Russian troops,Deir Ezzor,6/9/16,Warplane shelling,0,3,9,0
Russian troops,Deir Ezzor,9/19/16,Warplane shelling,0,3,9,0
Russian troops,Hama,4/19/16,Warplane shelling,3,0,9,0
Russian troops,Hama,7/23/16,Warplane shelling,0,6,9,0
Russian troops,Hama,11/14/16,Warplane shelling,0,6,9,0
Russian troops,Hama,11/16/16,Warplane shelling,3,0,9,0
Russian troops,Hama,11/19/16,Warplane shelling,0,0,9,0
Russian troops,Hama,12/15/16,Chemical and toxic gases,0,0,9,0
Russian troops,Homs,7/3/16,Warplane shelling,3,0,9,0
Russian troops,Homs,7/26/16,Warplane shelling,3,6,9,0
Russian troops,Idlib,7/11/16,Warplane shelling,0,0,9,0
Russian troops,Idlib,7/19/16,Warplane shelling,0,0,9,0
Russian troops,Idlib,9/4/16,Warplane shelling,0,3,9,0
Russian troops,Idlib,10/23/16,Warplane shelling,0,3,9,0
Russian troops,Idlib,11/24/16,Warplane shelling,6,3,9,0
Self administration forces,Aleppo,6/20/16,Shelling,3,0,9,0
Self administration forces,Aleppo,7/9/16,Shelling,0,6,9,0
Self administration forces,Aleppo,7/26/16,Shooting,0,3,9,0
Self administration forces,Aleppo,7/30/16,Shelling,0,3,9,0
Self administration forces,Aleppo,8/4/16,Shelling,0,3,9,0
Self administration forces,Aleppo,8/30/16,Field Execution,0,0,9,0
Self administration forces,Aleppo,8/31/16,Shooting,0,0,9,0
Self administration forces,Aleppo,11/19/16,Shelling,6,3,9,0
Self administration forces,Aleppo,11/28/16,Kidnapping - Execution,0,0,9,0
Self administration forces,Aleppo,12/3/16,Field Execution,0,0,9,0
Syrian government and affiliated militias,Aleppo,5/27/16,Warplane shelling,0,6,9,0
Syrian government and affiliated militias,Aleppo,6/23/16,Warplane shelling,3,3,9,0
Syrian government and affiliated militias,Aleppo,7/6/16,Warplane shelling,0,0,9,0
Syrian government and affiliated militias,Aleppo,12/24/16,Field Execution,0,0,9,0
Syrian government and affiliated militias,Damascus,7/13/16,Detention - Torture,0,0,9,0
Syrian government and affiliated militias,Damascus,9/27/16,Detention - Torture,3,0,9,0
Syrian government and affiliated militias,Damascus,10/9/16,Explosion,0,0,9,0
Syrian government and affiliated militias,Damascus Suburbs,10/20/16,Warplane shelling,0,9,9,0
Syrian government and affiliated militias,Damascus Suburbs,11/11/16,Warplane shelling,0,6,9,0
Syrian government and affiliated militias,Damascus Suburbs,11/23/16,Shelling,6,0,9,0
Syrian government and affiliated militias,Damascus Suburbs,11/27/16,Detention - Torture,3,0,9,0
Syrian government and affiliated militias,Daraa,5/10/16,Shooting,3,0,9,0
Syrian government and affiliated militias,Daraa,5/21/16,Shelling,0,0,9,0
Syrian government and affiliated militias,Daraa,7/13/16,Explosion,0,3,9,0
Syrian government and affiliated militias,Daraa,8/11/16,Detention - Torture,0,0,9,0
Syrian government and affiliated militias,Daraa,9/9/16,Warplane shelling,0,3,9,0
Syrian government and affiliated militias,Daraa,10/13/16,Detention - Torture,0,6,9,0
Syrian government and affiliated militias,Daraa,11/3/16,Shelling,6,3,9,0
Syrian government and affiliated militias,Daraa,12/22/16,Shelling,3,0,9,0
Syrian government and affiliated militias,Deir Ezzor,6/1/16,Kidnapping - Execution,0,0,9,0
Syrian government and affiliated militias,Deir Ezzor,8/12/16,Kidnapping - Execution,3,0,9,0
Syrian government and affiliated militias,Deir Ezzor,9/21/16,Warplane shelling,3,0,9,0
Syrian government and affiliated militias,Deir Ezzor,12/11/16,Warplane shelling,0,3,9,0
Syrian government and affiliated militias,Hama,4/19/16,Warplane shelling,0,3,9,0
Syrian government and affiliated militias,Hama,7/23/16,Warplane shelling,0,6,9,0
Syrian government and affiliated militias,Hama,10/12/16,Warplane shelling,0,9,9,0
Syrian government and affiliated militias,Hama,12/11/16,Warplane shelling,3,3,9,0
Syrian government and affiliated militias,Homs,7/27/16,Other,3,0,9,0
Syrian government and affiliated militias,Homs,8/15/16,Warplane shelling,0,3,9,0
Syrian government and affiliated militias,Homs,9/27/16,Detention - Torture,0,3,9,0
Syrian government and affiliated militias,Homs,10/11/16,Warplane shelling,0,3,9,0
Syrian government and affiliated militias,Homs,10/13/16,Warplane shelling,0,3,9,0
Syrian government and affiliated militias,Idlib,7/5/16,Warplane shelling,0,0,9,0
Syrian government and affiliated militias,Idlib,10/9/16,Warplane shelling,0,3,9,0
Syrian government and affiliated militias,Idlib,12/7/16,Warplane shelling,0,6,9,0
Syrian government and affiliated militias,Idlib,12/16/16,Shelling,0,3,9,0
Syrian government and affiliated militias,Raqqa,4/18/16,Warplane shelling,9,0,9,0
Syrian government and affiliated militias,Raqqa,7/4/16,Explosion,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/30/16,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/16/16,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/22/16,Explosion,9,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/29/16,Explosion,0,6,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/13/16,Explosion,3,3,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/14/16,Explosion,0,6,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/22/16,Field Execution,0,3,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/10/16,Explosion,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/14/16,Explosion,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/21/16,Explosion,3,3,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/3/16,Explosion,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/20/16,Explosion,0,9,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,10/7/16,Explosion,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,11/11/16,Explosion,0,6,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,11/23/16,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,1/2/16,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,3/10/16,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,3/20/16,Explosion,3,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/9/16,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/10/16,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/18/16,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/9/16,Kidnapping - Torture,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/20/16,Explosion,3,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,7/18/16,Shelling,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/4/16,Shelling,3,3,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,9/9/16,Shelling,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/2/16,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,2/10/16,Kidnapping - Execution,0,0,9,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,4/30/16,Kidnapping - Execution,0,0,9,0
Russian troops,Aleppo,1/17/16,Warplane shelling,0,4,8,16
Syrian government and affiliated militias,Idlib,6/24/16,Warplane shelling,0,5,8,15
Syrian government and affiliated militias,Idlib,5/8/16,Shooting,6,2,8,9
Syrian government and affiliated militias,Hama,7/25/16,Warplane shelling,0,5,8,3
Armed opposition groups,Other Nationalities,2/25/16,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2/26/16,Shooting,0,0,8,0
Armed opposition groups,Other Nationalities,2/28/16,Shooting,0,0,8,0
Armed opposition groups,Tartous,3/11/16,Shooting,0,0,8,0
International coalition forces,Hasakeh,1/27/16,Warplane shelling,0,0,8,0
Not identified,Aleppo,6/16/16,Unknown,0,0,8,0
Russian troops,Aleppo,1/14/16,Warplane shelling,0,4,8,0
Russian troops,Aleppo,1/16/16,Warplane shelling,2,2,8,0
Russian troops,Aleppo,2/10/16,Warplane shelling,4,4,8,0
Russian troops,Aleppo,2/11/16,Warplane shelling,2,4,8,0
Russian troops,Aleppo,3/6/16,Warplane shelling,2,0,8,0
Russian troops,Aleppo,6/7/16,Warplane shelling,0,2,8,0
Russian troops,Daraa,1/5/16,Warplane shelling,0,2,8,0
Russian troops,Deir Ezzor,1/28/16,Warplane shelling,0,2,8,0
Russian troops,Deir Ezzor,2/7/16,Warplane shelling,2,4,8,0
Russian troops,Deir Ezzor,2/29/16,Warplane shelling,0,0,8,0
Russian troops,Hama,1/13/16,Warplane shelling,0,4,8,0
Russian troops,Hama,1/22/16,Warplane shelling,0,0,8,0
Russian troops,Idlib,1/27/16,Warplane shelling,4,2,8,0
Russian troops,Raqqa,1/18/16,Warplane shelling,2,4,8,0
Russian troops,Raqqa,1/29/16,Warplane shelling,0,0,8,0
Not identified,Daraa,8/18/16,Kidnapping - Execution,3,0,7,0
Not identified,Hama,11/18/16,Explosion,0,0,7,0
Russian troops,Aleppo,9/4/16,Warplane shelling,0,0,7,0
Russian troops,Idlib,11/4/16,Warplane shelling,3,0,7,0
Syrian government and affiliated militias,Deir Ezzor,4/10/16,Warplane shelling,0,0,7,0
Syrian government and affiliated militias,Deir Ezzor,5/8/16,Warplane shelling,0,3,7,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,9/20/16,Shelling,0,0,7,0
Syrian government and affiliated militias,Daraa,10/30/16,Shooting,0,3,6,108
Armed opposition groups,Damascus Suburbs,5/7/16,Shooting,0,0,6,39
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/9/16,Shooting,3,0,6,39
Syrian government and affiliated militias,Aleppo,4/14/16,Shooting,0,0,6,36
Syrian government and affiliated militias,Idlib,8/7/16,Shooting,3,3,6,36
Syrian government and affiliated militias,Hama,10/17/16,Shooting,3,0,6,33
Syrian government and affiliated militias,Aleppo,8/7/16,Shelling,3,3,6,27
Syrian government and affiliated militias,Damascus Suburbs,10/25/16,Shooting,0,0,6,27
Syrian government and affiliated militias,Damascus Suburbs,5/18/16,Shooting,0,0,6,24
Syrian government and affiliated militias,Damascus Suburbs,12/28/16,Shooting,0,0,6,24
Syrian government and affiliated militias,Idlib,6/28/16,Shooting,0,0,6,24
Syrian government and affiliated militias,Idlib,8/23/16,Shooting,0,3,6,24
Syrian government and affiliated militias,Damascus Suburbs,6/21/16,Shelling,0,0,6,21
Syrian government and affiliated militias,Damascus Suburbs,7/28/16,Shooting,0,0,6,21
Syrian government and affiliated militias,Damascus Suburbs,12/30/16,Shooting,0,3,6,21
Syrian government and affiliated militias,Idlib,8/19/16,Shooting,0,0,6,21
Syrian government and affiliated militias,Idlib,8/27/16,Warplane shelling,0,3,6,21
Syrian government and affiliated militias,Damascus Suburbs,7/29/16,Shooting,0,6,6,18
Syrian government and affiliated militias,Damascus Suburbs,8/9/16,Shelling,3,3,6,18
Syrian government and affiliated militias,Homs,5/16/16,Shooting,3,0,6,18
Syrian government and affiliated militias,Idlib,7/31/16,Shooting,0,0,6,18
Syrian government and affiliated militias,Idlib,8/31/16,Shooting,0,3,6,18
Syrian government and affiliated militias,Damascus Suburbs,6/7/16,Shooting,0,0,6,15
Syrian government and affiliated militias,Damascus Suburbs,8/28/16,Shooting,3,0,6,15
Syrian government and affiliated militias,Hama,11/5/16,Shooting,0,6,6,15
Syrian government and affiliated militias,Idlib,7/9/16,Shooting,0,0,6,15
Syrian government and affiliated militias,Idlib,8/16/16,Shooting,0,0,6,14
Armed opposition groups,Damascus Suburbs,5/3/16,Shooting,3,3,6,12
Syrian government and affiliated militias,Aleppo,12/7/16,Shooting,3,3,6,12
Syrian government and affiliated militias,Damascus Suburbs,8/31/16,Shelling,0,0,6,12
Syrian government and affiliated militias,Daraa,7/22/16,Shooting,0,3,6,12
Syrian government and affiliated militias,Homs,5/20/16,Shooting,0,3,6,12
Syrian government and affiliated militias,Idlib,4/20/16,Shooting,0,0,6,12
Syrian government and affiliated militias,Idlib,6/22/16,Shooting,6,0,6,12
Syrian government and affiliated militias,Idlib,9/2/16,Warplane shelling,3,0,6,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/30/16,Shooting,0,6,6,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/1/16,Shooting,0,0,6,12
Not identified,Daraa,3/7/16,Shooting,0,0,6,9
Syrian government and affiliated militias,Aleppo,5/1/16,Warplane shelling,0,6,6,9
Syrian government and affiliated militias,Aleppo,5/21/16,Shooting,0,3,6,9
Syrian government and affiliated militias,Aleppo,6/12/16,Shooting,0,0,6,9
Syrian government and affiliated militias,Aleppo,6/30/16,Shooting,0,6,6,9
Syrian government and affiliated militias,Aleppo,11/12/16,Shooting,3,0,6,9
Syrian government and affiliated militias,Damascus Suburbs,9/8/16,Shelling,0,3,6,9
Syrian government and affiliated militias,Damascus Suburbs,10/31/16,Shelling,0,0,6,9
Syrian government and affiliated militias,Deir Ezzor,5/18/16,Warplane shelling,0,3,6,9
Syrian government and affiliated militias,Hama,4/28/16,Shooting,0,3,6,9
Syrian government and affiliated militias,Hama,6/25/16,Shelling,3,0,6,9
Syrian government and affiliated militias,Hama,8/15/16,Shooting,0,0,6,9
Syrian government and affiliated militias,Hama,8/31/16,Shooting,0,3,6,9
Syrian government and affiliated militias,Hama,9/4/16,Shooting,3,0,6,9
Syrian government and affiliated militias,Homs,8/16/16,Shooting,0,0,6,9
Syrian government and affiliated militias,Homs,10/26/16,Shooting,0,0,6,9
Syrian government and affiliated militias,Idlib,6/9/16,Shooting,3,3,6,9
Syrian government and affiliated militias,Idlib,7/23/16,Warplane shelling,0,6,6,9
Syrian government and affiliated militias,Idlib,8/29/16,Shooting,0,0,6,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/14/16,Shooting,3,3,6,9
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/9/16,Shooting,0,3,6,9
Not identified,Daraa,7/24/16,Shooting,0,3,6,6
Syrian government and affiliated militias,Aleppo,4/17/16,Shooting,3,0,6,6
Syrian government and affiliated militias,Aleppo,5/23/16,Warplane shelling,0,3,6,6
Syrian government and affiliated militias,Aleppo,7/15/16,Shooting,6,3,6,6
Syrian government and affiliated militias,Aleppo,8/21/16,Shelling,3,3,6,6
Syrian government and affiliated militias,Aleppo,9/2/16,Warplane shelling,0,3,6,6
Syrian government and affiliated militias,Aleppo,10/7/16,Shooting,0,6,6,6
Syrian government and affiliated militias,Aleppo,11/29/16,Detention - Torture,0,0,6,6
Syrian government and affiliated militias,Aleppo,12/15/16,Shooting,0,0,6,6
Syrian government and affiliated militias,Damascus Suburbs,4/12/16,Other,0,3,6,6
Syrian government and affiliated militias,Damascus Suburbs,6/10/16,Shooting,0,0,6,6
Syrian government and affiliated militias,Damascus Suburbs,6/25/16,Shooting,0,0,6,6
Syrian government and affiliated militias,Damascus Suburbs,7/14/16,Shooting,0,0,6,6
Syrian government and affiliated militias,Damascus Suburbs,8/25/16,Shooting,0,0,6,6
Syrian government and affiliated militias,Damascus Suburbs,11/19/16,Shelling,0,3,6,6
Syrian government and affiliated militias,Hama,4/23/16,Shelling,0,3,6,6
Syrian government and affiliated militias,Hama,5/20/16,Warplane shelling,0,0,6,6
Syrian government and affiliated militias,Hama,8/10/16,Shelling,6,0,6,6
Syrian government and affiliated militias,Homs,4/23/16,Detention - Torture,0,0,6,6
Syrian government and affiliated militias,Homs,4/28/16,Warplane shelling,6,0,6,6
Syrian government and affiliated militias,Homs,8/21/16,Shooting,0,0,6,6
Syrian government and affiliated militias,Homs,9/21/16,Warplane shelling,3,3,6,6
Syrian government and affiliated militias,Homs,10/1/16,Shooting,0,0,6,6
Syrian government and affiliated militias,Homs,10/29/16,Shooting,0,0,6,6
Syrian government and affiliated militias,Idlib,6/2/16,Shooting,0,3,6,6
Syrian government and affiliated militias,Idlib,10/10/16,Shooting,0,6,6,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/25/16,Kidnapping - Execution,0,0,6,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/12/16,Shooting,0,0,6,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/4/16,Shooting,0,0,6,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/19/16,Explosion,0,0,6,6
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/5/16,Explosion,0,3,6,6
Syrian government and affiliated militias,Idlib,6/3/16,Shelling,3,3,6,5
Syrian government and affiliated militias,Idlib,7/15/16,Shooting,0,6,6,4
Armed opposition groups,Daraa,5/3/16,Shelling,0,0,6,3
Armed opposition groups,Tartous,2/27/16,Shooting,0,0,6,3
Not identified,Aleppo,12/5/16,Shooting,0,3,6,3
Not identified,Daraa,7/31/16,Explosion,0,3,6,3
Not identified,Deir Ezzor,6/29/16,Warplane shelling,0,0,6,3
Not identified,Idlib,11/29/16,Unknown,0,0,6,3
Syrian government and affiliated militias,Aleppo,5/19/16,Shelling,3,0,6,3
Syrian government and affiliated militias,Aleppo,8/15/16,Warplane shelling,0,0,6,3
Syrian government and affiliated militias,Aleppo,8/28/16,Warplane shelling,0,0,6,3
Syrian government and affiliated militias,Aleppo,9/14/16,Shelling,0,0,6,3
Syrian government and affiliated militias,Aleppo,9/18/16,Shooting,0,0,6,3
Syrian government and affiliated militias,Aleppo,10/5/16,Warplane shelling,0,6,6,3
Syrian government and affiliated militias,Damascus Suburbs,4/20/16,Shooting,0,0,6,3
Syrian government and affiliated militias,Damascus Suburbs,4/29/16,Shooting,0,0,6,3
Syrian government and affiliated militias,Damascus Suburbs,6/26/16,Shelling,0,6,6,3
Syrian government and affiliated militias,Damascus Suburbs,8/16/16,Shelling,3,0,6,3
Syrian government and affiliated militias,Damascus Suburbs,10/4/16,Detention - Torture,0,0,6,3
Syrian government and affiliated militias,Damascus Suburbs,11/26/16,Shooting,3,3,6,3
Syrian government and affiliated militias,Daraa,8/10/16,Shelling,0,3,6,3
Syrian government and affiliated militias,Daraa,8/16/16,Shooting,0,3,6,3
Syrian government and affiliated militias,Daraa,8/29/16,Detention - Torture,0,0,6,3
Syrian government and affiliated militias,Daraa,9/21/16,Shelling,0,0,6,3
Syrian government and affiliated militias,Daraa,10/26/16,Explosion,0,0,6,3
Syrian government and affiliated militias,Deir Ezzor,4/28/16,Shooting,3,3,6,3
Syrian government and affiliated militias,Deir Ezzor,5/21/16,Detention - Torture,0,0,6,3
Syrian government and affiliated militias,Deir Ezzor,6/22/16,Shooting,0,0,6,3
Syrian government and affiliated militias,Deir Ezzor,10/18/16,Warplane shelling,0,0,6,3
Syrian government and affiliated militias,Hama,5/8/16,Explosion,0,0,6,3
Syrian government and affiliated militias,Hama,8/19/16,Shooting,3,0,6,3
Syrian government and affiliated militias,Hama,8/20/16,Warplane shelling,0,0,6,3
Syrian government and affiliated militias,Hama,9/2/16,Shooting,0,0,6,3
Syrian government and affiliated militias,Hama,10/25/16,Warplane shelling,3,0,6,3
Syrian government and affiliated militias,Hama,11/24/16,Shooting,0,3,6,3
Syrian government and affiliated militias,Homs,4/15/16,Shooting,0,0,6,3
Syrian government and affiliated militias,Homs,5/8/16,Detention - Torture,0,0,6,3
Syrian government and affiliated militias,Homs,6/18/16,Shooting,0,0,6,3
Syrian government and affiliated militias,Homs,7/8/16,Warplane shelling,0,3,6,3
Syrian government and affiliated militias,Homs,7/11/16,Shelling,6,0,6,3
Syrian government and affiliated militias,Homs,7/28/16,Shooting,0,0,6,3
Syrian government and affiliated militias,Homs,8/9/16,Shelling,3,0,6,3
Syrian government and affiliated militias,Homs,11/23/16,Shooting,0,0,6,3
Syrian government and affiliated militias,Homs,12/25/16,Explosion,0,0,6,3
Syrian government and affiliated militias,Idlib,9/18/16,Warplane shelling,3,0,6,3
Syrian government and affiliated militias,Idlib,10/2/16,Warplane shelling,0,0,6,3
Syrian government and affiliated militias,Idlib,10/21/16,Warplane shelling,0,3,6,3
Syrian government and affiliated militias,Idlib,11/16/16,Warplane shelling,0,3,6,3
Syrian government and affiliated militias,Idlib,12/8/16,Warplane shelling,0,3,6,3
Syrian government and affiliated militias,Idlib,12/30/16,Shooting,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/26/16,Kidnapping - Execution,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/26/16,Shooting,3,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/24/16,Explosion,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/10/16,Shooting,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,11/10/16,Explosion,3,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/24/16,Shooting,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,1/23/16,Shooting,0,0,6,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,10/6/16,Explosion,0,0,6,3
Russian troops,Homs,2/8/16,Warplane shelling,4,0,6,2
Russian troops,Idlib,1/22/16,Warplane shelling,0,0,6,2
Al-Nusra Front,Idlib,1/13/16,Kidnapping - Execution,3,0,6,0
Armed opposition groups,Aleppo,2/28/16,Explosion,0,0,6,0
Armed opposition groups,Aleppo,5/17/16,Shelling,3,3,6,0
Armed opposition groups,Aleppo,5/19/16,Shelling,3,3,6,0
Armed opposition groups,Aleppo,5/24/16,Shelling,6,0,6,0
