date,demand,distance,service_General Medicine,service_Gynaecology,service_Pediatrics,service_Pharmacy,mohafaza_B,mohafaza_N,mohafaza_NE
2014-04-29,4,135,0,0,0,1,0,0,1
2014-05-06,15,171,0,0,0,1,0,0,1
2014-05-13,13,225,0,0,0,1,0,0,1
2014-05-20,48,155,0,0,0,1,0,0,1
2014-05-27,34,158,0,0,0,1,0,0,1
2014-06-03,7,222,0,0,0,1,0,0,1
2014-06-10,33,389,0,0,0,1,0,0,1
2014-06-17,33,204,0,0,0,1,0,0,1
2014-06-24,28,151,0,0,0,1,0,0,1
2014-07-01,17,157,0,0,0,1,0,0,1
2014-07-08,34,142,0,0,0,1,0,0,1
2014-07-15,49,139,0,0,0,1,0,0,1
2014-07-22,19,140,0,0,0,1,0,0,1
2014-07-29,18,288,0,0,0,1,0,0,1
2014-08-05,14,139,0,0,0,1,0,0,1
2014-08-12,45,139,0,0,0,1,0,0,1
2014-08-19,33,152,0,0,0,1,0,0,1
2014-08-26,26,140,0,0,0,1,0,0,1
2014-09-02,22,141,0,0,0,1,0,0,1
2014-09-09,34,210,0,0,0,1,0,0,1
2014-09-16,50,128,0,0,0,1,0,0,1
2014-09-23,66,159,0,0,0,1,0,0,1
2014-09-30,8,252,0,0,0,1,0,0,1
2014-10-07,20,120,0,0,0,1,0,0,1
2014-10-14,43,142,0,0,0,1,0,0,1
2014-10-21,43,241,0,0,0,1,0,0,1
2014-10-28,13,121,0,0,0,1,0,0,1
2014-11-04,11,234,0,0,0,1,0,0,1
2014-11-11,17,237,0,0,0,1,0,0,1
2014-11-18,44,176,0,0,0,1,0,0,1
2014-11-25,39,262,0,0,0,1,0,0,1
2014-12-02,9,134,0,0,0,1,0,0,1
2014-12-09,17,168,0,0,0,1,0,0,1
2014-12-16,47,261,0,0,0,1,0,0,1
2014-12-23,17,491,0,0,0,1,0,0,1
2014-12-30,33,319,0,0,0,1,0,0,1
2015-01-06,10,237,0,0,0,1,0,0,1
2015-01-13,36,512,0,0,0,1,0,0,1
2015-01-20,26,378,0,0,0,1,0,0,1
2015-01-27,26,342,0,0,0,1,0,0,1
2015-02-03,107,238,0,0,0,1,0,0,1
2015-02-10,163,328,0,0,0,1,0,0,1
2015-02-17,133,138,0,0,0,1,0,0,1
2015-02-24,158,435,0,0,0,1,0,0,1
2015-03-03,132,529,0,0,0,1,0,0,1
2015-03-10,142,669,0,0,0,1,0,0,1
2015-03-17,129,278,0,0,0,1,0,0,1
2015-03-24,186,287,0,0,0,1,0,0,1
2015-03-31,149,393,0,0,0,1,0,0,1
2015-04-07,189,250,0,0,0,1,0,0,1
2015-04-14,167,333,0,0,0,1,0,0,1
2015-04-21,235,235,0,0,0,1,0,0,1
2015-04-28,343,333,0,0,0,1,0,0,1
2015-05-05,244,145,0,0,0,1,0,0,1
2015-05-12,255,252,0,0,0,1,0,0,1
2015-05-19,316,155,0,0,0,1,0,0,1
2015-05-26,287,406,0,0,0,1,0,0,1
2015-06-02,312,488,0,0,0,1,0,0,1
2015-06-09,353,141,0,0,0,1,0,0,1
2015-06-16,325,239,0,0,0,1,0,0,1
2015-06-23,302,274,0,0,0,1,0,0,1
2015-06-30,249,360,0,0,0,1,0,0,1
2015-07-07,267,396,0,0,0,1,0,0,1
2015-07-14,236,252,0,0,0,1,0,0,1
2015-07-21,206,159,0,0,0,1,0,0,1
2015-07-28,376,160,0,0,0,1,0,0,1
2015-08-04,253,215,0,0,0,1,0,0,1
2015-08-11,313,328,0,0,0,1,0,0,1
2015-08-18,328,234,0,0,0,1,0,0,1
2015-08-25,264,152,0,0,0,1,0,0,1
2015-09-01,339,153,0,0,0,1,0,0,1
2015-09-08,234,143,0,0,0,1,0,0,1
2015-09-15,287,125,0,0,0,1,0,0,1
2015-09-22,433,120,0,0,0,1,0,0,1
2015-09-29,161,124,0,0,0,1,0,0,1
2015-10-06,296,154,0,0,0,1,0,0,1
2015-10-13,290,145,0,0,0,1,0,0,1
2015-10-20,286,136,0,0,0,1,0,0,1
2015-10-27,291,145,0,0,0,1,0,0,1
2015-11-03,275,271,0,0,0,1,0,0,1
2015-11-10,307,263,0,0,0,1,0,0,1
2015-11-17,236,310,0,0,0,1,0,0,1
2015-11-24,279,224,0,0,0,1,0,0,1
2015-12-01,256,162,0,0,0,1,0,0,1
2015-12-08,232,246,0,0,0,1,0,0,1
2015-12-15,331,217,0,0,0,1,0,0,1
2015-12-22,317,265,0,0,0,1,0,0,1
2015-12-29,263,228,0,0,0,1,0,0,1
2016-01-05,182,188,0,0,0,1,0,0,1
2016-01-12,324,248,0,0,0,1,0,0,1
2016-01-19,294,261,0,0,0,1,0,0,1
2016-01-26,325,208,0,0,0,1,0,0,1
2016-02-02,336,529,0,0,0,1,0,0,1
2016-02-09,297,317,0,0,0,1,0,0,1
2016-02-16,334,233,0,0,0,1,0,0,1
2016-02-23,312,326,0,0,0,1,0,0,1
2016-03-01,302,316,0,0,0,1,0,0,1
2016-03-08,322,298,0,0,0,1,0,0,1
2016-03-15,347,177,0,0,0,1,0,0,1
2016-03-22,330,389,0,0,0,1,0,0,1
2016-03-29,343,346,0,0,0,1,0,0,1
2016-04-05,259,427,0,0,0,1,0,0,1
2016-04-12,348,186,0,0,0,1,0,0,1
2016-04-19,394,279,0,0,0,1,0,0,1
2016-04-26,357,265,0,0,0,1,0,0,1
2016-05-03,320,248,0,0,0,1,0,0,1
2016-05-10,359,322,0,0,0,1,0,0,1
2016-05-17,352,225,0,0,0,1,0,0,1
2016-05-24,356,284,0,0,0,1,0,0,1
2016-05-31,254,173,0,0,0,1,0,0,1
2016-06-07,255,271,0,0,0,1,0,0,1
2015-04-14,6,342,0,0,0,1,1,0,0
2015-04-21,4,234,0,0,0,1,1,0,0
2015-04-28,3,333,0,0,0,1,1,0,0
2015-05-05,3,149,0,0,0,1,1,0,0
2015-05-12,3,266,0,0,0,1,1,0,0
2015-05-19,3,166,0,0,0,1,1,0,0
2015-05-26,7,424,0,0,0,1,1,0,0
2015-06-02,1,521,0,0,0,1,1,0,0
2015-06-09,5,154,0,0,0,1,1,0,0
2015-06-16,20,255,0,0,0,1,1,0,0
2015-06-23,29,290,0,0,0,1,1,0,0
2015-06-30,27,366,0,0,0,1,1,0,0
2015-07-07,37,395,0,0,0,1,1,0,0
2015-07-14,28,256,0,0,0,1,1,0,0
2015-07-21,15,170,0,0,0,1,1,0,0
2015-07-28,39,167,0,0,0,1,1,0,0
2015-08-04,35,236,0,0,0,1,1,0,0
2015-08-11,28,346,0,0,0,1,1,0,0
2015-08-18,37,250,0,0,0,1,1,0,0
2015-08-25,28,184,0,0,0,1,1,0,0
2015-09-01,39,158,0,0,0,1,1,0,0
2015-09-08,30,159,0,0,0,1,1,0,0
2015-09-15,28,110,0,0,0,1,1,0,0
2015-09-22,37,114,0,0,0,1,1,0,0
2015-09-29,12,112,0,0,0,1,1,0,0
2015-10-06,56,179,0,0,0,1,1,0,0
2015-10-13,56,161,0,0,0,1,1,0,0
2015-10-20,89,163,0,0,0,1,1,0,0
2015-10-27,139,169,0,0,0,1,1,0,0
2015-11-03,136,291,0,0,0,1,1,0,0
2015-11-10,130,285,0,0,0,1,1,0,0
2015-11-17,124,326,0,0,0,1,1,0,0
2015-11-24,105,241,0,0,0,1,1,0,0
2015-12-01,103,193,0,0,0,1,1,0,0
2015-12-08,116,279,0,0,0,1,1,0,0
2015-12-15,109,253,0,0,0,1,1,0,0
2015-12-22,89,313,0,0,0,1,1,0,0
2015-12-29,85,261,0,0,0,1,1,0,0
2016-01-05,32,225,0,0,0,1,1,0,0
2016-01-12,91,273,0,0,0,1,1,0,0
2016-01-19,65,315,0,0,0,1,1,0,0
2016-01-26,43,262,0,0,0,1,1,0,0
2016-02-02,65,574,0,0,0,1,1,0,0
2016-02-09,63,341,0,0,0,1,1,0,0
2016-02-16,85,267,0,0,0,1,1,0,0
2016-02-23,81,361,0,0,0,1,1,0,0
2016-03-01,67,338,0,0,0,1,1,0,0
2016-03-08,73,330,0,0,0,1,1,0,0
2016-03-15,84,196,0,0,0,1,1,0,0
2016-03-22,109,384,0,0,0,1,1,0,0
2016-03-29,130,345,0,0,0,1,1,0,0
2016-04-05,110,449,0,0,0,1,1,0,0
2016-04-12,114,218,0,0,0,1,1,0,0
2016-04-19,127,315,0,0,0,1,1,0,0
2016-04-26,139,309,0,0,0,1,1,0,0
2016-05-03,127,289,0,0,0,1,1,0,0
2016-05-10,92,348,0,0,0,1,1,0,0
2016-05-17,119,265,0,0,0,1,1,0,0
2016-05-24,131,321,0,0,0,1,1,0,0
2016-05-31,145,195,0,0,0,1,1,0,0
2016-06-07,161,328,0,0,0,1,1,0,0
2016-06-14,113,339,0,0,0,1,1,0,0
2016-06-21,85,277,0,0,0,1,1,0,0
2016-06-28,78,213,0,0,0,1,1,0,0
2016-07-05,72,263,0,0,0,1,1,0,0
2016-07-12,47,224,0,0,0,1,1,0,0
2016-07-19,91,222,0,0,0,1,1,0,0
2016-07-26,77,209,0,0,0,1,1,0,0
2016-08-02,63,218,0,0,0,1,1,0,0
2016-08-09,96,218,0,0,0,1,1,0,0
2016-08-16,78,235,0,0,0,1,1,0,0
2016-08-23,207,384,0,0,0,1,1,0,0
2016-08-30,135,190,0,0,0,1,1,0,0
2014-02-11,75,186,0,0,0,1,0,1,0
2014-02-18,111,182,0,0,0,1,0,1,0
2014-02-25,86,263,0,0,0,1,0,1,0
2014-03-04,79,277,0,0,0,1,0,1,0
2014-03-11,84,248,0,0,0,1,0,1,0
2014-03-18,82,158,0,0,0,1,0,1,0
2014-03-25,83,258,0,0,0,1,0,1,0
2014-04-01,97,329,0,0,0,1,0,1,0
2014-04-08,59,286,0,0,0,1,0,1,0
2014-04-15,94,156,0,0,0,1,0,1,0
2014-04-22,92,211,0,0,0,1,0,1,0
2014-04-29,74,145,0,0,0,1,0,1,0
2014-05-06,58,180,0,0,0,1,0,1,0
2014-05-13,68,230,0,0,0,1,0,1,0
2014-05-20,100,170,0,0,0,1,0,1,0
2014-05-27,87,177,0,0,0,1,0,1,0
2014-06-03,104,232,0,0,0,1,0,1,0
2014-06-10,95,398,0,0,0,1,0,1,0
2014-06-17,74,208,0,0,0,1,0,1,0
2014-06-24,101,152,0,0,0,1,0,1,0
2014-07-01,112,163,0,0,0,1,0,1,0
2014-07-08,88,142,0,0,0,1,0,1,0
2014-07-15,80,140,0,0,0,1,0,1,0
2014-07-22,65,148,0,0,0,1,0,1,0
2014-07-29,53,294,0,0,0,1,0,1,0
2014-08-05,75,140,0,0,0,1,0,1,0
2014-08-12,91,148,0,0,0,1,0,1,0
2014-08-19,92,165,0,0,0,1,0,1,0
2014-08-26,97,152,0,0,0,1,0,1,0
2014-09-02,97,149,0,0,0,1,0,1,0
2014-09-09,107,217,0,0,0,1,0,1,0
2014-09-16,84,135,0,0,0,1,0,1,0
2014-09-23,73,170,0,0,0,1,0,1,0
2014-09-30,85,264,0,0,0,1,0,1,0
2014-10-07,37,129,0,0,0,1,0,1,0
2014-10-14,77,147,0,0,0,1,0,1,0
2014-10-21,100,244,0,0,0,1,0,1,0
2014-10-28,80,128,0,0,0,1,0,1,0
2014-11-04,101,245,0,0,0,1,0,1,0
2014-11-11,122,247,0,0,0,1,0,1,0
2014-11-18,151,183,0,0,0,1,0,1,0
2014-11-25,124,270,0,0,0,1,0,1,0
2014-12-02,104,137,0,0,0,1,0,1,0
2014-12-09,101,172,0,0,0,1,0,1,0
2014-12-16,141,274,0,0,0,1,0,1,0
2014-12-23,114,496,0,0,0,1,0,1,0
2014-12-30,134,327,0,0,0,1,0,1,0
2015-01-06,82,243,0,0,0,1,0,1,0
2015-01-13,102,533,0,0,0,1,0,1,0
2015-01-20,118,398,0,0,0,1,0,1,0
2015-01-27,167,357,0,0,0,1,0,1,0
2015-02-03,177,248,0,0,0,1,0,1,0
2015-02-10,145,330,0,0,0,1,0,1,0
2015-02-17,98,143,0,0,0,1,0,1,0
2015-02-24,164,438,0,0,0,1,0,1,0
2015-03-03,177,544,0,0,0,1,0,1,0
2015-03-10,162,676,0,0,0,1,0,1,0
2015-03-17,186,289,0,0,0,1,0,1,0
2015-03-24,165,294,0,0,0,1,0,1,0
2015-03-31,176,406,0,0,0,1,0,1,0
2015-04-07,165,250,0,0,0,1,0,1,0
2015-04-14,130,339,0,0,0,1,0,1,0
2015-04-21,137,236,0,0,0,1,0,1,0
2015-04-28,143,335,0,0,0,1,0,1,0
2015-05-05,110,148,0,0,0,1,0,1,0
2015-05-12,111,261,0,0,0,1,0,1,0
2015-05-19,111,161,0,0,0,1,0,1,0
2015-05-26,123,416,0,0,0,1,0,1,0
2015-06-02,122,505,0,0,0,1,0,1,0
2015-06-09,127,148,0,0,0,1,0,1,0
2015-06-16,128,248,0,0,0,1,0,1,0
2015-06-23,114,285,0,0,0,1,0,1,0
2015-06-30,134,366,0,0,0,1,0,1,0
2015-07-07,114,399,0,0,0,1,0,1,0
2015-07-14,66,255,0,0,0,1,0,1,0
2015-07-21,76,164,0,0,0,1,0,1,0
2015-07-28,164,165,0,0,0,1,0,1,0
2015-08-04,174,226,0,0,0,1,0,1,0
2015-08-11,105,338,0,0,0,1,0,1,0
2015-08-18,114,242,0,0,0,1,0,1,0
2015-08-25,134,167,0,0,0,1,0,1,0
2015-09-01,151,156,0,0,0,1,0,1,0
2015-09-08,131,150,0,0,0,1,0,1,0
2015-09-15,149,120,0,0,0,1,0,1,0
2015-09-22,120,118,0,0,0,1,0,1,0
2015-09-29,51,120,0,0,0,1,0,1,0
2015-10-06,132,167,0,0,0,1,0,1,0
2015-10-13,104,154,0,0,0,1,0,1,0
2015-10-20,226,149,0,0,0,1,0,1,0
2015-10-27,209,157,0,0,0,1,0,1,0
2015-11-03,159,283,0,0,0,1,0,1,0
2015-11-10,188,275,0,0,0,1,0,1,0
2015-11-17,140,319,0,0,0,1,0,1,0
2015-11-24,196,234,0,0,0,1,0,1,0
2015-12-01,143,178,0,0,0,1,0,1,0
2015-12-08,161,264,0,0,0,1,0,1,0
2015-12-15,186,236,0,0,0,1,0,1,0
2015-12-22,204,288,0,0,0,1,0,1,0
2015-12-29,237,245,0,0,0,1,0,1,0
2016-01-05,150,207,0,0,0,1,0,1,0
2016-01-12,166,261,0,0,0,1,0,1,0
2016-01-19,156,287,0,0,0,1,0,1,0
2016-01-26,213,235,0,0,0,1,0,1,0
2016-02-02,119,552,0,0,0,1,0,1,0
2016-02-09,75,329,0,0,0,1,0,1,0
2016-02-16,53,250,0,0,0,1,0,1,0
2016-02-23,38,345,0,0,0,1,0,1,0
2016-03-01,105,329,0,0,0,1,0,1,0
2016-03-08,37,315,0,0,0,1,0,1,0
2016-03-15,66,188,0,0,0,1,0,1,0
2016-03-22,136,392,0,0,0,1,0,1,0
2016-03-29,160,350,0,0,0,1,0,1,0
2016-04-05,105,441,0,0,0,1,0,1,0
2016-04-12,143,204,0,0,0,1,0,1,0
2016-04-19,127,298,0,0,0,1,0,1,0
2016-04-26,163,287,0,0,0,1,0,1,0
2016-05-03,116,269,0,0,0,1,0,1,0
2016-05-10,124,337,0,0,0,1,0,1,0
2016-05-17,109,246,0,0,0,1,0,1,0
2016-05-24,99,304,0,0,0,1,0,1,0
2016-05-31,197,186,0,0,0,1,0,1,0
2016-06-07,109,299,0,0,0,1,0,1,0
